experiment,level,gamma_coefficient,gamma_exponent,gamma,n_steps,completed,path
data,residue,2,0,2.0,503,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-Cleaned_shuffle_p500/Benchmark/RW_bench/HOIP_AF2-Cleaned_shuffle_p500_RW_bench_R3_k_sequence/train_HOIP_AF2-Cleaned_shuffle_p500_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,464,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-Cleaned_shuffle_p500/Benchmark/RW_bench/HOIP_AF2-Cleaned_shuffle_p500_RW_bench_R3_k_sequence/train_HOIP_AF2-Cleaned_shuffle_p500_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,552,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-Cleaned_shuffle_p500/Benchmark/RW_bench/HOIP_AF2-Cleaned_shuffle_p500_RW_bench_Sp_res_neighbours/train_HOIP_AF2-Cleaned_shuffle_p500_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,487,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-Cleaned_shuffle_p500/Benchmark/RW_bench/HOIP_AF2-Cleaned_shuffle_p500_RW_bench_Sp_res_neighbours/train_HOIP_AF2-Cleaned_shuffle_p500_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,563,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-Cleaned_shuffle_p500/Benchmark/RW_bench/HOIP_AF2-Cleaned_shuffle_p500_RW_bench_Sp_res_neighbours/train_HOIP_AF2-Cleaned_shuffle_p500_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,30240,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p0_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p0_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,16768,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p0_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p0_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,6812,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p0_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p0_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,27866,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p0_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p0_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,11327,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p0_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p0_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,12662,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p0_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p0_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,30633,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p1_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p1_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,18630,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p1_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p1_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,12411,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p1_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p1_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,14900,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p1_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p1_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,29702,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p1_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p1_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,13286,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p1_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p1_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,24367,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p10/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p10_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p10_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,18439,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p10/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p10_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p10_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,14414,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p10/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p10_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p10_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,22929,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p10/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p10_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p10_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,11917,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p10/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p10_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p10_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,7117,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p10/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p10_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p10_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,24541,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p100/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p100_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p100_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,12304,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p100/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p100_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p100_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,4400,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p100/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p100_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p100_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,12306,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p100/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p100_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p100_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,19573,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p100/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p100_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p100_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,10406,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p100/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p100_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p100_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,25685,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p20/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p20_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p20_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,16911,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p20/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p20_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p20_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,7439,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p20/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p20_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p20_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,21551,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p20/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p20_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p20_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,11368,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p20/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p20_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p20_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,16648,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p20/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p20_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p20_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,32875,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p50/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p50_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p50_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,13927,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p50/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p50_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p50_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,12860,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p50/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p50_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p50_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,12597,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p50/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p50_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p50_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,17412,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p50/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p50_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p50_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,15641,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p50/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p50_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_mix_p50_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,1000001,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p500/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p500_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p500_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,1868,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p500/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p500_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p500_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,2517,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_mix_p500/Benchmark/RW_bench/HOIP_AF2-MSAss_mix_p500_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_mix_p500_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,3562,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p0_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p0_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,3100,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p0_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p0_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,1768,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p0_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p0_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,3517,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p0_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p0_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,1616,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p0_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p0_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,7406,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p0_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p0_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,2662,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p1_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p1_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,15106,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p1_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p1_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,5414,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p1_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p1_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,18885,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p1_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p1_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,15831,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p1_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p1_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,17343,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p1_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p1_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,20810,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p100/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p100_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p100_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,7847,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p100/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p100_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p100_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,7782,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p100/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p100_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p100_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,10137,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p100/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p100_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p100_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,21234,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p100/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p100_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p100_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,18410,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p100/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p100_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p100_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,27337,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p20/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p20_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p20_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,18503,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p20/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p20_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p20_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,18418,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p20/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p20_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p20_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,7377,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p20/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p20_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p20_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,6597,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p20/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p20_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p20_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,8696,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p20/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p20_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p20_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,33646,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p50/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p50_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p50_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,19983,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p50/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p50_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p50_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,5703,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p50/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p50_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p50_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,18008,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p50/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p50_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p50_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,15754,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p50/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p50_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p50_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,15495,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p50/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p50_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p50_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,10070,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p500/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p500_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p500_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,40619,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p500/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p500_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p500_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,10821,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p500/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p500_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_noise_p500_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,47721,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p500/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p500_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p500_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,77539,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p500/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p500_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p500_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,13088,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_noise_p500/Benchmark/RW_bench/HOIP_AF2-MSAss_noise_p500_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_noise_p500_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,12025,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_shuffle_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_shuffle_p0_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_shuffle_p0_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,7533,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_shuffle_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_shuffle_p0_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_shuffle_p0_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,4788,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_shuffle_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_shuffle_p0_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_shuffle_p0_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,6958,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_shuffle_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_shuffle_p0_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_shuffle_p0_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,17138,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_shuffle_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_shuffle_p0_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_shuffle_p0_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,4197,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_shuffle_p0/Benchmark/RW_bench/HOIP_AF2-MSAss_shuffle_p0_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_shuffle_p0_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,26602,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_shuffle_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_shuffle_p1_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_shuffle_p1_1/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,18394,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_shuffle_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_shuffle_p1_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_shuffle_p1_2/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,6111,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_shuffle_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_shuffle_p1_RW_bench_R3_k_sequence/train_HOIP_AF2-MSAss_shuffle_p1_3/reweighting_gamma_2x10^0per_iteration_output.dat
data,residue,2,0,2.0,15787,True,/home/alexi/Documents/ValDX/data/HOIP_AF2-MSAss_shuffle_p1/Benchmark/RW_bench/HOIP_AF2-MSAss_shuffle_p1_RW_bench_Sp_res_neighbours/train_HOIP_AF2-MSAss_shuffle_p1_1/reweighting_gamma_2x10^0per_iteration_output.dat
